,Datum,Tijd,Parameter,Locatie,Waarde,Verwachting,Eenheid,Windrichting,Windrichting eenheid,Bemonsteringshoogte,Referentievlak,Unnamed: 11
901,4-5-2021,19:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.76,,m/s,255.7,graden,2910.0,NVT,
902,4-5-2021,19:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.29,,m/s,261.7,graden,2910.0,NVT,
903,4-5-2021,20:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.1,,m/s,251.5,graden,2910.0,NVT,
904,4-5-2021,20:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.87,,m/s,256.2,graden,2910.0,NVT,
905,4-5-2021,20:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,14.27,,m/s,270.2,graden,2910.0,NVT,
906,4-5-2021,20:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,13.42,,m/s,263.8,graden,2910.0,NVT,
907,4-5-2021,20:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.54,,m/s,258.0,graden,2910.0,NVT,
908,4-5-2021,20:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.61,,m/s,255.1,graden,2910.0,NVT,
909,4-5-2021,21:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.04,,m/s,257.5,graden,2910.0,NVT,
910,4-5-2021,21:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.21,,m/s,256.4,graden,2910.0,NVT,
911,4-5-2021,21:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.37,,m/s,258.6,graden,2910.0,NVT,
912,4-5-2021,21:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.6,,m/s,258.5,graden,2910.0,NVT,
913,4-5-2021,21:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.17,,m/s,260.2,graden,2910.0,NVT,
914,4-5-2021,21:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.96,,m/s,264.1,graden,2910.0,NVT,
915,4-5-2021,22:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.15,,m/s,266.0,graden,2910.0,NVT,
916,4-5-2021,22:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.03,,m/s,289.1,graden,2910.0,NVT,
917,4-5-2021,22:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.04,,m/s,291.5,graden,2910.0,NVT,
918,4-5-2021,22:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.76,,m/s,285.9,graden,2910.0,NVT,
919,4-5-2021,22:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.4,,m/s,284.2,graden,2910.0,NVT,
920,4-5-2021,22:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.81,,m/s,281.5,graden,2910.0,NVT,
921,4-5-2021,23:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.04,,m/s,283.2,graden,2910.0,NVT,
922,4-5-2021,23:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.11,,m/s,284.1,graden,2910.0,NVT,
923,4-5-2021,23:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.58,,m/s,281.2,graden,2910.0,NVT,
924,4-5-2021,23:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.54,,m/s,272.9,graden,2910.0,NVT,
925,4-5-2021,23:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.99,,m/s,279.8,graden,2910.0,NVT,
926,4-5-2021,23:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.14,,m/s,264.1,graden,2910.0,NVT,
927,5-5-2021,00:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.11,,m/s,261.1,graden,2910.0,NVT,
928,5-5-2021,00:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.52,,m/s,259.4,graden,2910.0,NVT,
929,5-5-2021,00:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.0,,m/s,264.0,graden,2910.0,NVT,
930,5-5-2021,00:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.43,,m/s,264.8,graden,2910.0,NVT,
931,5-5-2021,00:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.21,,m/s,264.7,graden,2910.0,NVT,
932,5-5-2021,00:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.33,,m/s,259.9,graden,2910.0,NVT,
933,5-5-2021,01:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.49,,m/s,258.7,graden,2910.0,NVT,
934,5-5-2021,01:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.79,,m/s,261.9,graden,2910.0,NVT,
935,5-5-2021,01:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.15,,m/s,264.0,graden,2910.0,NVT,
936,5-5-2021,01:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.96,,m/s,264.2,graden,2910.0,NVT,
937,5-5-2021,01:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.1,,m/s,262.8,graden,2910.0,NVT,
938,5-5-2021,01:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.13,,m/s,266.1,graden,2910.0,NVT,
939,5-5-2021,02:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.45,,m/s,266.0,graden,2910.0,NVT,
940,5-5-2021,02:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.86,,m/s,267.3,graden,2910.0,NVT,
941,5-5-2021,02:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.82,,m/s,268.2,graden,2910.0,NVT,
942,5-5-2021,02:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.68,,m/s,268.2,graden,2910.0,NVT,
943,5-5-2021,02:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.61,,m/s,266.1,graden,2910.0,NVT,
944,5-5-2021,02:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.79,,m/s,270.3,graden,2910.0,NVT,
945,5-5-2021,03:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.86,,m/s,273.5,graden,2910.0,NVT,
946,5-5-2021,03:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.92,,m/s,274.3,graden,2910.0,NVT,
947,5-5-2021,03:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.82,,m/s,273.5,graden,2910.0,NVT,
948,5-5-2021,03:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.75,,m/s,275.4,graden,2910.0,NVT,
949,5-5-2021,03:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,8.98,,m/s,278.7,graden,2910.0,NVT,
950,5-5-2021,03:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.29,,m/s,277.9,graden,2910.0,NVT,
951,5-5-2021,04:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.05,,m/s,284.1,graden,2910.0,NVT,
952,5-5-2021,04:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.76,,m/s,286.3,graden,2910.0,NVT,
953,5-5-2021,04:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.71,,m/s,283.9,graden,2910.0,NVT,
954,5-5-2021,04:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.29,,m/s,288.7,graden,2910.0,NVT,
955,5-5-2021,04:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.09,,m/s,287.2,graden,2910.0,NVT,
956,5-5-2021,04:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.4,,m/s,284.2,graden,2910.0,NVT,
957,5-5-2021,05:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.49,,m/s,282.2,graden,2910.0,NVT,
958,5-5-2021,05:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.02,,m/s,279.7,graden,2910.0,NVT,
959,5-5-2021,05:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.37,,m/s,288.1,graden,2910.0,NVT,
960,5-5-2021,05:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.44,,m/s,276.7,graden,2910.0,NVT,
961,5-5-2021,05:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.13,,m/s,270.1,graden,2910.0,NVT,
962,5-5-2021,05:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.66,,m/s,272.1,graden,2910.0,NVT,
963,5-5-2021,06:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.77,,m/s,274.0,graden,2910.0,NVT,
964,5-5-2021,06:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.08,,m/s,275.0,graden,2910.0,NVT,
965,5-5-2021,06:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.71,,m/s,274.5,graden,2910.0,NVT,
966,5-5-2021,06:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.96,,m/s,276.4,graden,2910.0,NVT,
967,5-5-2021,06:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.89,,m/s,278.1,graden,2910.0,NVT,
968,5-5-2021,06:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,13.37,,m/s,281.3,graden,2910.0,NVT,
969,5-5-2021,07:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,13.11,,m/s,282.1,graden,2910.0,NVT,
970,5-5-2021,07:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.63,,m/s,280.7,graden,2910.0,NVT,
971,5-5-2021,07:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.88,,m/s,278.4,graden,2910.0,NVT,
972,5-5-2021,07:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.76,,m/s,277.3,graden,2910.0,NVT,
973,5-5-2021,07:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.83,,m/s,275.4,graden,2910.0,NVT,
974,5-5-2021,07:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.72,,m/s,275.9,graden,2910.0,NVT,
975,5-5-2021,08:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.96,,m/s,274.5,graden,2910.0,NVT,
976,5-5-2021,08:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,13.05,,m/s,273.5,graden,2910.0,NVT,
977,5-5-2021,08:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,13.11,,m/s,275.1,graden,2910.0,NVT,
978,5-5-2021,08:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.45,,m/s,269.6,graden,2910.0,NVT,
979,5-5-2021,08:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.71,,m/s,274.6,graden,2910.0,NVT,
980,5-5-2021,08:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,13.18,,m/s,278.4,graden,2910.0,NVT,
981,5-5-2021,09:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,13.0,,m/s,275.3,graden,2910.0,NVT,
982,5-5-2021,09:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.61,,m/s,271.8,graden,2910.0,NVT,
983,5-5-2021,09:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.63,,m/s,272.9,graden,2910.0,NVT,
984,5-5-2021,09:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.82,,m/s,268.5,graden,2910.0,NVT,
985,5-5-2021,09:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.26,,m/s,270.2,graden,2910.0,NVT,
986,5-5-2021,09:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,12.05,,m/s,269.9,graden,2910.0,NVT,
987,5-5-2021,10:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.98,,m/s,272.6,graden,2910.0,NVT,
988,5-5-2021,10:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.13,,m/s,273.3,graden,2910.0,NVT,
989,5-5-2021,10:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.71,,m/s,272.1,graden,2910.0,NVT,
990,5-5-2021,10:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.32,,m/s,273.4,graden,2910.0,NVT,
991,5-5-2021,10:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.9,,m/s,273.0,graden,2910.0,NVT,
992,5-5-2021,10:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.21,,m/s,274.2,graden,2910.0,NVT,
993,5-5-2021,11:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.9,,m/s,274.7,graden,2910.0,NVT,
994,5-5-2021,11:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.42,,m/s,272.9,graden,2910.0,NVT,
995,5-5-2021,11:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.68,,m/s,270.4,graden,2910.0,NVT,
996,5-5-2021,11:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.96,,m/s,271.3,graden,2910.0,NVT,
997,5-5-2021,11:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.45,,m/s,268.2,graden,2910.0,NVT,
998,5-5-2021,11:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.21,,m/s,270.7,graden,2910.0,NVT,
999,5-5-2021,12:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,11.06,,m/s,269.0,graden,2910.0,NVT,
1000,5-5-2021,12:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.84,,m/s,268.5,graden,2910.0,NVT,
1001,5-5-2021,12:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.96,,m/s,265.0,graden,2910.0,NVT,
1002,5-5-2021,12:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.46,,m/s,262.0,graden,2910.0,NVT,
1003,5-5-2021,12:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.35,,m/s,258.6,graden,2910.0,NVT,
1004,5-5-2021,12:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.44,,m/s,259.4,graden,2910.0,NVT,
1005,5-5-2021,13:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.75,,m/s,256.3,graden,2910.0,NVT,
1006,5-5-2021,13:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.51,,m/s,257.3,graden,2910.0,NVT,
1007,5-5-2021,13:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.66,,m/s,252.7,graden,2910.0,NVT,
1008,5-5-2021,13:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.96,,m/s,254.6,graden,2910.0,NVT,
1009,5-5-2021,13:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.92,,m/s,261.2,graden,2910.0,NVT,
1010,5-5-2021,13:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.13,,m/s,261.7,graden,2910.0,NVT,
1011,5-5-2021,14:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,10.79,,m/s,259.2,graden,2910.0,NVT,
1012,5-5-2021,14:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.96,,m/s,259.8,graden,2910.0,NVT,
1013,5-5-2021,14:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.99,,m/s,262.7,graden,2910.0,NVT,
1014,5-5-2021,14:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.81,,m/s,258.1,graden,2910.0,NVT,
1015,5-5-2021,14:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.21,,m/s,255.8,graden,2910.0,NVT,
1016,5-5-2021,14:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.21,,m/s,256.1,graden,2910.0,NVT,
1017,5-5-2021,15:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,9.07,,m/s,257.9,graden,2910.0,NVT,
1018,5-5-2021,15:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,8.78,,m/s,260.3,graden,2910.0,NVT,
1019,5-5-2021,15:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,8.52,,m/s,256.6,graden,2910.0,NVT,
1020,5-5-2021,15:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,8.54,,m/s,262.4,graden,2910.0,NVT,
1021,5-5-2021,15:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,8.03,,m/s,260.2,graden,2910.0,NVT,
1022,5-5-2021,15:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,7.97,,m/s,259.1,graden,2910.0,NVT,
1023,5-5-2021,16:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,7.63,,m/s,257.0,graden,2910.0,NVT,
1024,5-5-2021,16:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,7.42,,m/s,251.1,graden,2910.0,NVT,
1025,5-5-2021,16:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,6.57,,m/s,250.4,graden,2910.0,NVT,
1026,5-5-2021,16:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,6.7,,m/s,256.1,graden,2910.0,NVT,
1027,5-5-2021,16:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,6.14,,m/s,254.9,graden,2910.0,NVT,
1028,5-5-2021,16:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,5.52,,m/s,258.4,graden,2910.0,NVT,
1029,5-5-2021,17:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.75,,m/s,288.7,graden,2910.0,NVT,
1030,5-5-2021,17:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.77,,m/s,316.5,graden,2910.0,NVT,
1031,5-5-2021,17:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.81,,m/s,314.5,graden,2910.0,NVT,
1032,5-5-2021,17:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.74,,m/s,322.2,graden,2910.0,NVT,
1033,5-5-2021,17:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.52,,m/s,317.8,graden,2910.0,NVT,
1034,5-5-2021,17:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.59,,m/s,320.0,graden,2910.0,NVT,
1035,5-5-2021,18:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.24,,m/s,324.9,graden,2910.0,NVT,
1036,5-5-2021,18:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.21,,m/s,327.3,graden,2910.0,NVT,
1037,5-5-2021,18:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.9500000000000002,,m/s,316.4,graden,2910.0,NVT,
1038,5-5-2021,18:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.8,,m/s,311.6,graden,2910.0,NVT,
1039,5-5-2021,18:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.9100000000000001,,m/s,331.3,graden,2910.0,NVT,
1040,5-5-2021,18:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.12,,m/s,344.1,graden,2910.0,NVT,
1041,5-5-2021,19:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.21,,m/s,349.0,graden,2910.0,NVT,
1042,5-5-2021,19:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.67,,m/s,332.3,graden,2910.0,NVT,
1043,5-5-2021,19:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.46,,m/s,313.7,graden,2910.0,NVT,
1044,5-5-2021,19:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.04,,m/s,308.7,graden,2910.0,NVT,
1045,5-5-2021,19:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.92,,m/s,279.3,graden,2910.0,NVT,
1046,5-5-2021,19:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.27,,m/s,281.0,graden,2910.0,NVT,
1047,5-5-2021,20:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.8,,m/s,320.2,graden,2910.0,NVT,
1048,5-5-2021,20:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.44,,m/s,332.8,graden,2910.0,NVT,
1049,5-5-2021,20:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.79,,m/s,338.1,graden,2910.0,NVT,
1050,5-5-2021,20:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.92,,m/s,338.8,graden,2910.0,NVT,
1051,5-5-2021,20:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.35,,m/s,341.2,graden,2910.0,NVT,
1052,5-5-2021,20:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.5700000000000003,,m/s,328.4,graden,2910.0,NVT,
1053,5-5-2021,21:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.74,,m/s,252.4,graden,2910.0,NVT,
1054,5-5-2021,21:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.08,,m/s,239.3,graden,2910.0,NVT,
1055,5-5-2021,21:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.29,,m/s,227.8,graden,2910.0,NVT,
1056,5-5-2021,21:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,6.83,,m/s,223.3,graden,2910.0,NVT,
1057,5-5-2021,21:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,5.39,,m/s,250.6,graden,2910.0,NVT,
1058,5-5-2021,21:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.25,,m/s,296.4,graden,2910.0,NVT,
1059,5-5-2021,22:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.88,,m/s,301.7,graden,2910.0,NVT,
1060,5-5-2021,22:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.75,,m/s,311.7,graden,2910.0,NVT,
1061,5-5-2021,22:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.14,,m/s,326.0,graden,2910.0,NVT,
1062,5-5-2021,22:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.03,,m/s,327.4,graden,2910.0,NVT,
1063,5-5-2021,22:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.38,,m/s,325.2,graden,2910.0,NVT,
1064,5-5-2021,22:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,5.22,,m/s,323.1,graden,2910.0,NVT,
1065,5-5-2021,23:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.65,,m/s,327.0,graden,2910.0,NVT,
1066,5-5-2021,23:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.24,,m/s,326.7,graden,2910.0,NVT,
1067,5-5-2021,23:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.61,,m/s,324.7,graden,2910.0,NVT,
1068,5-5-2021,23:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.43,,m/s,318.3,graden,2910.0,NVT,
1069,5-5-2021,23:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.19,,m/s,306.0,graden,2910.0,NVT,
1070,5-5-2021,23:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.65,,m/s,305.5,graden,2910.0,NVT,
1071,6-5-2021,00:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.45,,m/s,302.6,graden,2910.0,NVT,
1072,6-5-2021,00:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.29,,m/s,280.6,graden,2910.0,NVT,
1073,6-5-2021,00:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.49,,m/s,260.8,graden,2910.0,NVT,
1074,6-5-2021,00:30:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,1.87,,m/s,233.4,graden,2910.0,NVT,
1075,6-5-2021,00:40:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,2.7800000000000002,,m/s,226.8,graden,2910.0,NVT,
1076,6-5-2021,00:50:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.02,,m/s,225.0,graden,2910.0,NVT,
1077,6-5-2021,01:00:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.13,,m/s,228.8,graden,2910.0,NVT,
1078,6-5-2021,01:10:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,3.26,,m/s,234.4,graden,2910.0,NVT,
1079,6-5-2021,01:20:00,Windsnelheid Lucht t.o.v. Mean Sea Level in m/s,Europlatform,4.34,,m/s,240.5,graden,2910.0,NVT,
