Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
28-4-2021;13:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.65;;m/s;19.70;graden;2910;NVT;
28-4-2021;13:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.86;;m/s;18.30;graden;2910;NVT;
28-4-2021;13:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.89;;m/s;15.40;graden;2910;NVT;
28-4-2021;14:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.72;;m/s;13.20;graden;2910;NVT;
28-4-2021;14:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.98;;m/s;11.60;graden;2910;NVT;
28-4-2021;14:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.40;;m/s;11.90;graden;2910;NVT;
28-4-2021;14:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.28;;m/s;10.40;graden;2910;NVT;
28-4-2021;14:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.11;;m/s;10.00;graden;2910;NVT;
28-4-2021;14:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.04;;m/s;10.30;graden;2910;NVT;
28-4-2021;15:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.05;;m/s;10.10;graden;2910;NVT;
28-4-2021;15:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.89;;m/s;11.50;graden;2910;NVT;
28-4-2021;15:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.21;;m/s;11.30;graden;2910;NVT;
28-4-2021;15:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.52;;m/s;11.70;graden;2910;NVT;
28-4-2021;15:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.81;;m/s;12.00;graden;2910;NVT;
28-4-2021;15:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.79;;m/s;10.10;graden;2910;NVT;
28-4-2021;16:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.72;;m/s;7.10;graden;2910;NVT;
28-4-2021;16:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.05;;m/s;6.10;graden;2910;NVT;
28-4-2021;16:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.44;;m/s;6.10;graden;2910;NVT;
28-4-2021;16:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.40;;m/s;5.70;graden;2910;NVT;
28-4-2021;16:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.84;;m/s;6.20;graden;2910;NVT;
28-4-2021;16:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.27;;m/s;8.50;graden;2910;NVT;
28-4-2021;17:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.43;;m/s;9.80;graden;2910;NVT;
28-4-2021;17:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.64;;m/s;10.60;graden;2910;NVT;
28-4-2021;17:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.18;;m/s;11.60;graden;2910;NVT;
28-4-2021;17:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.02;;m/s;13.80;graden;2910;NVT;
28-4-2021;17:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.57;;m/s;15.70;graden;2910;NVT;
28-4-2021;17:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.31;;m/s;16.50;graden;2910;NVT;
28-4-2021;18:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.50;;m/s;18.30;graden;2910;NVT;
28-4-2021;18:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.33;;m/s;18.60;graden;2910;NVT;
28-4-2021;18:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.24;;m/s;15.80;graden;2910;NVT;
28-4-2021;18:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.05;;m/s;10.40;graden;2910;NVT;
28-4-2021;18:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.96;;m/s;6.20;graden;2910;NVT;
28-4-2021;18:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.70;;m/s;5.50;graden;2910;NVT;
28-4-2021;19:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.04;;m/s;6.70;graden;2910;NVT;
28-4-2021;19:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.20;;m/s;5.70;graden;2910;NVT;
28-4-2021;19:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.54;;m/s;5.70;graden;2910;NVT;
28-4-2021;19:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.66;;m/s;6.90;graden;2910;NVT;
28-4-2021;19:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.03;;m/s;7.60;graden;2910;NVT;
28-4-2021;19:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.99;;m/s;6.60;graden;2910;NVT;
28-4-2021;20:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.86;;m/s;6.30;graden;2910;NVT;
28-4-2021;20:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.99;;m/s;5.40;graden;2910;NVT;
28-4-2021;20:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.41;;m/s;6.10;graden;2910;NVT;
28-4-2021;20:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.72;;m/s;6.10;graden;2910;NVT;
28-4-2021;20:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.89;;m/s;6.50;graden;2910;NVT;
28-4-2021;20:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.65;;m/s;7.40;graden;2910;NVT;
28-4-2021;21:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.96;;m/s;7.50;graden;2910;NVT;
28-4-2021;21:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.33;;m/s;7.70;graden;2910;NVT;
28-4-2021;21:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.45;;m/s;7.10;graden;2910;NVT;
28-4-2021;21:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.55;;m/s;6.10;graden;2910;NVT;
28-4-2021;21:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.54;;m/s;5.70;graden;2910;NVT;
28-4-2021;21:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.17;;m/s;5.20;graden;2910;NVT;
28-4-2021;22:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.33;;m/s;7.60;graden;2910;NVT;
28-4-2021;22:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.82;;m/s;9.40;graden;2910;NVT;
28-4-2021;22:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.94;;m/s;9.80;graden;2910;NVT;
28-4-2021;22:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.32;;m/s;7.50;graden;2910;NVT;
28-4-2021;22:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.62;;m/s;6.10;graden;2910;NVT;
28-4-2021;22:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.32;;m/s;3.30;graden;2910;NVT;
28-4-2021;23:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.03;;m/s;5.90;graden;2910;NVT;
28-4-2021;23:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.20;;m/s;8.50;graden;2910;NVT;
28-4-2021;23:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.50;;m/s;8.80;graden;2910;NVT;
28-4-2021;23:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.90;;m/s;6.00;graden;2910;NVT;
28-4-2021;23:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.81;;m/s;0.80;graden;2910;NVT;
28-4-2021;23:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.87;;m/s;355.60;graden;2910;NVT;
29-4-2021;00:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.88;;m/s;354.70;graden;2910;NVT;
29-4-2021;00:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.81;;m/s;356.70;graden;2910;NVT;
29-4-2021;00:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.25;;m/s;358.90;graden;2910;NVT;
29-4-2021;00:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.31;;m/s;0.70;graden;2910;NVT;
29-4-2021;00:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.05;;m/s;2.90;graden;2910;NVT;
29-4-2021;00:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.29;;m/s;5.00;graden;2910;NVT;
29-4-2021;01:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.64;;m/s;5.30;graden;2910;NVT;
29-4-2021;01:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.68;;m/s;4.10;graden;2910;NVT;
29-4-2021;01:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.43;;m/s;3.90;graden;2910;NVT;
29-4-2021;01:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.86;;m/s;3.00;graden;2910;NVT;
29-4-2021;01:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.56;;m/s;359.30;graden;2910;NVT;
29-4-2021;01:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.48;;m/s;357.60;graden;2910;NVT;
29-4-2021;02:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.62;;m/s;355.70;graden;2910;NVT;
29-4-2021;02:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.19;;m/s;358.90;graden;2910;NVT;
29-4-2021;02:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.26;;m/s;359.20;graden;2910;NVT;
29-4-2021;02:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.39;;m/s;0.50;graden;2910;NVT;
29-4-2021;02:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.15;;m/s;1.90;graden;2910;NVT;
29-4-2021;02:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.31;;m/s;358.50;graden;2910;NVT;
29-4-2021;03:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.72;;m/s;357.90;graden;2910;NVT;
29-4-2021;03:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.50;;m/s;358.90;graden;2910;NVT;
29-4-2021;03:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.79;;m/s;358.60;graden;2910;NVT;
29-4-2021;03:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.79;;m/s;355.90;graden;2910;NVT;
29-4-2021;03:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.59;;m/s;353.50;graden;2910;NVT;
29-4-2021;03:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.83;;m/s;353.80;graden;2910;NVT;
29-4-2021;04:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.37;;m/s;353.40;graden;2910;NVT;
29-4-2021;04:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.20;;m/s;352.60;graden;2910;NVT;
29-4-2021;04:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.47;;m/s;350.30;graden;2910;NVT;
29-4-2021;04:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.38;;m/s;347.50;graden;2910;NVT;
29-4-2021;04:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.27;;m/s;345.40;graden;2910;NVT;
29-4-2021;04:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.96;;m/s;343.20;graden;2910;NVT;
29-4-2021;05:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.55;;m/s;341.50;graden;2910;NVT;
29-4-2021;05:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.74;;m/s;339.70;graden;2910;NVT;
29-4-2021;05:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.88;;m/s;339.00;graden;2910;NVT;
29-4-2021;05:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.99;;m/s;336.20;graden;2910;NVT;
29-4-2021;05:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.40;;m/s;337.50;graden;2910;NVT;
29-4-2021;05:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.07;;m/s;339.30;graden;2910;NVT;
29-4-2021;06:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.75;;m/s;342.30;graden;2910;NVT;
29-4-2021;06:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.64;;m/s;349.50;graden;2910;NVT;
29-4-2021;06:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.39;;m/s;355.90;graden;2910;NVT;
29-4-2021;06:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.21;;m/s;352.70;graden;2910;NVT;
29-4-2021;06:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.08;;m/s;352.50;graden;2910;NVT;
29-4-2021;06:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.15;;m/s;346.80;graden;2910;NVT;
29-4-2021;07:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.62;;m/s;345.40;graden;2910;NVT;
29-4-2021;07:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.20;;m/s;344.40;graden;2910;NVT;
29-4-2021;07:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.86;;m/s;343.80;graden;2910;NVT;
29-4-2021;07:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.58;;m/s;340.80;graden;2910;NVT;
29-4-2021;07:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.64;;m/s;337.90;graden;2910;NVT;
29-4-2021;07:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.30;;m/s;336.40;graden;2910;NVT;
29-4-2021;08:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.15;;m/s;337.80;graden;2910;NVT;
29-4-2021;08:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.17;;m/s;331.60;graden;2910;NVT;
29-4-2021;08:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.21;;m/s;335.20;graden;2910;NVT;
29-4-2021;08:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.46;;m/s;332.60;graden;2910;NVT;
29-4-2021;08:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.72;;m/s;330.00;graden;2910;NVT;
29-4-2021;08:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.91;;m/s;334.60;graden;2910;NVT;
29-4-2021;09:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.72;;m/s;329.20;graden;2910;NVT;
29-4-2021;09:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.98;;m/s;327.50;graden;2910;NVT;
29-4-2021;09:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.21;;m/s;328.00;graden;2910;NVT;
29-4-2021;09:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.95;;m/s;329.10;graden;2910;NVT;
29-4-2021;09:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.93;;m/s;329.20;graden;2910;NVT;
29-4-2021;09:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.34;;m/s;324.90;graden;2910;NVT;
29-4-2021;10:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.21;;m/s;326.40;graden;2910;NVT;
29-4-2021;10:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.19;;m/s;325.10;graden;2910;NVT;
29-4-2021;10:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.05;;m/s;326.00;graden;2910;NVT;
29-4-2021;10:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.12;;m/s;322.50;graden;2910;NVT;
29-4-2021;10:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.49;;m/s;325.20;graden;2910;NVT;
29-4-2021;10:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.63;;m/s;326.80;graden;2910;NVT;
29-4-2021;11:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.29;;m/s;328.20;graden;2910;NVT;
29-4-2021;11:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.58;;m/s;327.90;graden;2910;NVT;
29-4-2021;11:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.63;;m/s;324.60;graden;2910;NVT;
29-4-2021;11:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.34;;m/s;327.00;graden;2910;NVT;
29-4-2021;11:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.53;;m/s;328.10;graden;2910;NVT;
29-4-2021;11:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.92;;m/s;326.80;graden;2910;NVT;
29-4-2021;12:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.96;;m/s;327.80;graden;2910;NVT;
29-4-2021;12:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.49;;m/s;329.40;graden;2910;NVT;
29-4-2021;12:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.80;;m/s;328.60;graden;2910;NVT;
29-4-2021;12:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.20;;m/s;329.90;graden;2910;NVT;
29-4-2021;12:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.33;;m/s;330.40;graden;2910;NVT;
29-4-2021;12:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.79;;m/s;332.70;graden;2910;NVT;
29-4-2021;13:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.35;;m/s;335.20;graden;2910;NVT;
29-4-2021;13:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.22;;m/s;333.20;graden;2910;NVT;
29-4-2021;13:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.81;;m/s;329.80;graden;2910;NVT;
29-4-2021;13:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.28;;m/s;326.00;graden;2910;NVT;
29-4-2021;13:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.19;;m/s;327.40;graden;2910;NVT;
29-4-2021;13:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.89;;m/s;324.30;graden;2910;NVT;
29-4-2021;14:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.36;;m/s;319.90;graden;2910;NVT;
29-4-2021;14:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.79;;m/s;317.80;graden;2910;NVT;
29-4-2021;14:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.01;;m/s;322.00;graden;2910;NVT;
29-4-2021;14:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.97;;m/s;313.40;graden;2910;NVT;
29-4-2021;14:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.72;;m/s;307.20;graden;2910;NVT;
29-4-2021;14:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.81;;m/s;301.50;graden;2910;NVT;
29-4-2021;15:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.31;;m/s;306.20;graden;2910;NVT;
29-4-2021;15:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.35;;m/s;307.10;graden;2910;NVT;
29-4-2021;15:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.55;;m/s;302.30;graden;2910;NVT;
29-4-2021;15:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.43;;m/s;305.50;graden;2910;NVT;
29-4-2021;15:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.37;;m/s;303.60;graden;2910;NVT;
29-4-2021;15:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.19;;m/s;300.30;graden;2910;NVT;
29-4-2021;16:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.40;;m/s;299.70;graden;2910;NVT;
29-4-2021;16:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.70;;m/s;299.30;graden;2910;NVT;
29-4-2021;16:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.11;;m/s;299.30;graden;2910;NVT;
29-4-2021;16:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.76;;m/s;304.90;graden;2910;NVT;
29-4-2021;16:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.37;;m/s;307.30;graden;2910;NVT;
29-4-2021;16:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.54;;m/s;302.70;graden;2910;NVT;
29-4-2021;17:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.66;;m/s;301.80;graden;2910;NVT;
29-4-2021;17:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.87;;m/s;302.20;graden;2910;NVT;
29-4-2021;17:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.68;;m/s;302.30;graden;2910;NVT;
29-4-2021;17:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.29;;m/s;299.20;graden;2910;NVT;
29-4-2021;17:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.33;;m/s;297.50;graden;2910;NVT;
29-4-2021;17:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.96;;m/s;301.60;graden;2910;NVT;
29-4-2021;18:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.86;;m/s;306.10;graden;2910;NVT;
29-4-2021;18:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.74;;m/s;305.80;graden;2910;NVT;
29-4-2021;18:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.10;;m/s;308.00;graden;2910;NVT;
29-4-2021;18:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.22;;m/s;303.50;graden;2910;NVT;
29-4-2021;18:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.34;;m/s;300.70;graden;2910;NVT;
29-4-2021;18:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.52;;m/s;297.10;graden;2910;NVT;
29-4-2021;19:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.79;;m/s;299.90;graden;2910;NVT;
29-4-2021;19:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.74;;m/s;302.60;graden;2910;NVT;
29-4-2021;19:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.10;;m/s;302.60;graden;2910;NVT;
29-4-2021;19:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.27;;m/s;300.30;graden;2910;NVT;
29-4-2021;19:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.12;;m/s;299.00;graden;2910;NVT;
29-4-2021;19:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.21;;m/s;295.80;graden;2910;NVT;
29-4-2021;20:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.12;;m/s;296.60;graden;2910;NVT;
29-4-2021;20:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.12;;m/s;294.70;graden;2910;NVT;
29-4-2021;20:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.50;;m/s;298.60;graden;2910;NVT;
29-4-2021;20:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.21;;m/s;295.50;graden;2910;NVT;
29-4-2021;20:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.99;;m/s;296.10;graden;2910;NVT;
29-4-2021;20:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.52;;m/s;291.90;graden;2910;NVT;
29-4-2021;21:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.01;;m/s;294.80;graden;2910;NVT;
