Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
11-5-2021;10:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.06;;m/s;43.10;graden;2910;NVT;
11-5-2021;10:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.13;;m/s;39.70;graden;2910;NVT;
11-5-2021;10:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.86;;m/s;38.90;graden;2910;NVT;
11-5-2021;10:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.79;;m/s;43.20;graden;2910;NVT;
11-5-2021;11:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.80;;m/s;46.50;graden;2910;NVT;
11-5-2021;11:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.77;;m/s;42.50;graden;2910;NVT;
11-5-2021;11:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.60;;m/s;41.50;graden;2910;NVT;
11-5-2021;11:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.23;;m/s;40.40;graden;2910;NVT;
11-5-2021;11:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.01;;m/s;38.40;graden;2910;NVT;
11-5-2021;11:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.63;;m/s;40.60;graden;2910;NVT;
11-5-2021;12:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.71;;m/s;39.20;graden;2910;NVT;
11-5-2021;12:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.29;;m/s;42.50;graden;2910;NVT;
11-5-2021;12:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.80;;m/s;39.10;graden;2910;NVT;
11-5-2021;12:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.77;;m/s;36.50;graden;2910;NVT;
11-5-2021;12:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.85;;m/s;31.00;graden;2910;NVT;
11-5-2021;12:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.83;;m/s;27.40;graden;2910;NVT;
11-5-2021;13:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.71;;m/s;30.30;graden;2910;NVT;
11-5-2021;13:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.16;;m/s;29.60;graden;2910;NVT;
11-5-2021;13:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.16;;m/s;26.10;graden;2910;NVT;
11-5-2021;13:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.96;;m/s;21.20;graden;2910;NVT;
11-5-2021;13:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.79;;m/s;13.50;graden;2910;NVT;
11-5-2021;13:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.18;;m/s;3.40;graden;2910;NVT;
11-5-2021;14:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.85;;m/s;3.40;graden;2910;NVT;
11-5-2021;14:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.90;;m/s;2.40;graden;2910;NVT;
11-5-2021;14:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.04;;m/s;355.80;graden;2910;NVT;
11-5-2021;14:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.00;;m/s;354.20;graden;2910;NVT;
11-5-2021;14:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.05;;m/s;352.50;graden;2910;NVT;
11-5-2021;14:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.59;;m/s;355.70;graden;2910;NVT;
11-5-2021;15:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.81;;m/s;355.90;graden;2910;NVT;
11-5-2021;15:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.78;;m/s;351.70;graden;2910;NVT;
11-5-2021;15:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.98;;m/s;356.50;graden;2910;NVT;
11-5-2021;15:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.92;;m/s;7.10;graden;2910;NVT;
11-5-2021;15:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.88;;m/s;17.10;graden;2910;NVT;
11-5-2021;15:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.21;;m/s;18.50;graden;2910;NVT;
11-5-2021;16:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.13;;m/s;17.70;graden;2910;NVT;
11-5-2021;16:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.65;;m/s;17.80;graden;2910;NVT;
11-5-2021;16:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.38;;m/s;23.00;graden;2910;NVT;
11-5-2021;16:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.87;;m/s;26.80;graden;2910;NVT;
11-5-2021;16:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.96;;m/s;28.20;graden;2910;NVT;
11-5-2021;16:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.06;;m/s;25.50;graden;2910;NVT;
11-5-2021;17:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.87;;m/s;21.00;graden;2910;NVT;
11-5-2021;17:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.71;;m/s;13.90;graden;2910;NVT;
11-5-2021;17:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.53;;m/s;2.20;graden;2910;NVT;
11-5-2021;17:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.88;;m/s;323.10;graden;2910;NVT;
11-5-2021;17:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.74;;m/s;245.90;graden;2910;NVT;
11-5-2021;17:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.32;;m/s;231.40;graden;2910;NVT;
11-5-2021;18:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.64;;m/s;234.70;graden;2910;NVT;
11-5-2021;18:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.70;;m/s;233.60;graden;2910;NVT;
11-5-2021;18:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.10;;m/s;237.70;graden;2910;NVT;
11-5-2021;18:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.90;;m/s;241.00;graden;2910;NVT;
11-5-2021;18:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.21;;m/s;250.90;graden;2910;NVT;
11-5-2021;18:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.06;;m/s;245.60;graden;2910;NVT;
11-5-2021;19:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.37;;m/s;242.50;graden;2910;NVT;
11-5-2021;19:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.50;;m/s;242.20;graden;2910;NVT;
11-5-2021;19:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.29;;m/s;246.00;graden;2910;NVT;
11-5-2021;19:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.22;;m/s;244.70;graden;2910;NVT;
11-5-2021;19:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.96;;m/s;237.60;graden;2910;NVT;
11-5-2021;19:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.75;;m/s;230.30;graden;2910;NVT;
11-5-2021;20:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.06;;m/s;225.60;graden;2910;NVT;
11-5-2021;20:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.86;;m/s;221.30;graden;2910;NVT;
11-5-2021;20:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.82;;m/s;219.00;graden;2910;NVT;
11-5-2021;20:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.39;;m/s;219.80;graden;2910;NVT;
11-5-2021;20:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.57;;m/s;215.50;graden;2910;NVT;
11-5-2021;20:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.55;;m/s;209.70;graden;2910;NVT;
11-5-2021;21:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.65;;m/s;210.30;graden;2910;NVT;
11-5-2021;21:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.08;;m/s;205.30;graden;2910;NVT;
11-5-2021;21:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.82;;m/s;200.20;graden;2910;NVT;
11-5-2021;21:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.80;;m/s;195.60;graden;2910;NVT;
11-5-2021;21:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.12;;m/s;191.30;graden;2910;NVT;
11-5-2021;21:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.30;;m/s;194.50;graden;2910;NVT;
11-5-2021;22:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.55;;m/s;194.60;graden;2910;NVT;
11-5-2021;22:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.93;;m/s;197.20;graden;2910;NVT;
11-5-2021;22:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.41;;m/s;198.20;graden;2910;NVT;
11-5-2021;22:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.34;;m/s;196.30;graden;2910;NVT;
11-5-2021;22:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.19;;m/s;192.90;graden;2910;NVT;
11-5-2021;22:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.46;;m/s;192.70;graden;2910;NVT;
11-5-2021;23:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.00;;m/s;198.90;graden;2910;NVT;
11-5-2021;23:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.07;;m/s;198.70;graden;2910;NVT;
11-5-2021;23:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.71;;m/s;195.20;graden;2910;NVT;
11-5-2021;23:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.17;;m/s;201.30;graden;2910;NVT;
11-5-2021;23:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.49;;m/s;201.50;graden;2910;NVT;
11-5-2021;23:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.80;;m/s;201.00;graden;2910;NVT;
12-5-2021;00:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.46;;m/s;199.10;graden;2910;NVT;
12-5-2021;00:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.55;;m/s;189.60;graden;2910;NVT;
12-5-2021;00:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.01;;m/s;174.00;graden;2910;NVT;
12-5-2021;00:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.49;;m/s;170.60;graden;2910;NVT;
12-5-2021;00:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.62;;m/s;169.60;graden;2910;NVT;
12-5-2021;00:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.01;;m/s;169.60;graden;2910;NVT;
12-5-2021;01:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.03;;m/s;173.90;graden;2910;NVT;
12-5-2021;01:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.21;;m/s;180.30;graden;2910;NVT;
12-5-2021;01:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.84;;m/s;184.70;graden;2910;NVT;
12-5-2021;01:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.69;;m/s;196.80;graden;2910;NVT;
12-5-2021;01:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.60;;m/s;195.20;graden;2910;NVT;
12-5-2021;01:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.86;;m/s;191.90;graden;2910;NVT;
12-5-2021;02:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.36;;m/s;197.10;graden;2910;NVT;
12-5-2021;02:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.00;;m/s;193.20;graden;2910;NVT;
12-5-2021;02:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.25;;m/s;190.50;graden;2910;NVT;
12-5-2021;02:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.81;;m/s;200.70;graden;2910;NVT;
12-5-2021;02:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.11;;m/s;208.10;graden;2910;NVT;
12-5-2021;02:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.07;;m/s;207.00;graden;2910;NVT;
12-5-2021;03:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.98;;m/s;210.60;graden;2910;NVT;
12-5-2021;03:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.13;;m/s;208.90;graden;2910;NVT;
12-5-2021;03:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.46;;m/s;205.60;graden;2910;NVT;
12-5-2021;03:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.26;;m/s;204.30;graden;2910;NVT;
12-5-2021;03:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.88;;m/s;207.10;graden;2910;NVT;
12-5-2021;03:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.07;;m/s;204.60;graden;2910;NVT;
12-5-2021;04:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.11;;m/s;208.10;graden;2910;NVT;
12-5-2021;04:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.34;;m/s;211.50;graden;2910;NVT;
12-5-2021;04:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.68;;m/s;213.00;graden;2910;NVT;
12-5-2021;04:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.71;;m/s;213.90;graden;2910;NVT;
12-5-2021;04:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.86;;m/s;214.60;graden;2910;NVT;
12-5-2021;04:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.66;;m/s;212.50;graden;2910;NVT;
12-5-2021;05:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.44;;m/s;210.60;graden;2910;NVT;
12-5-2021;05:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.54;;m/s;210.50;graden;2910;NVT;
12-5-2021;05:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.49;;m/s;210.20;graden;2910;NVT;
12-5-2021;05:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.49;;m/s;212.00;graden;2910;NVT;
12-5-2021;05:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.93;;m/s;210.90;graden;2910;NVT;
12-5-2021;05:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.93;;m/s;207.70;graden;2910;NVT;
12-5-2021;06:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.86;;m/s;208.70;graden;2910;NVT;
12-5-2021;06:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.77;;m/s;209.20;graden;2910;NVT;
12-5-2021;06:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.06;;m/s;208.30;graden;2910;NVT;
12-5-2021;06:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.69;;m/s;209.10;graden;2910;NVT;
12-5-2021;06:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.29;;m/s;211.40;graden;2910;NVT;
12-5-2021;06:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.96;;m/s;209.40;graden;2910;NVT;
12-5-2021;07:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.04;;m/s;207.70;graden;2910;NVT;
12-5-2021;07:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.19;;m/s;208.40;graden;2910;NVT;
12-5-2021;07:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.06;;m/s;208.80;graden;2910;NVT;
12-5-2021;07:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.79;;m/s;208.90;graden;2910;NVT;
12-5-2021;07:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.79;;m/s;210.30;graden;2910;NVT;
12-5-2021;07:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.06;;m/s;210.60;graden;2910;NVT;
12-5-2021;08:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.62;;m/s;209.70;graden;2910;NVT;
12-5-2021;08:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.44;;m/s;205.30;graden;2910;NVT;
12-5-2021;08:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.58;;m/s;205.20;graden;2910;NVT;
12-5-2021;08:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.04;;m/s;203.80;graden;2910;NVT;
12-5-2021;08:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.44;;m/s;203.00;graden;2910;NVT;
12-5-2021;08:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.79;;m/s;201.20;graden;2910;NVT;
12-5-2021;09:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.99;;m/s;201.70;graden;2910;NVT;
12-5-2021;09:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.79;;m/s;202.60;graden;2910;NVT;
12-5-2021;09:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.26;;m/s;202.60;graden;2910;NVT;
12-5-2021;09:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.79;;m/s;202.60;graden;2910;NVT;
12-5-2021;09:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.09;;m/s;205.70;graden;2910;NVT;
12-5-2021;09:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.26;;m/s;206.10;graden;2910;NVT;
12-5-2021;10:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.64;;m/s;207.00;graden;2910;NVT;
12-5-2021;10:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.37;;m/s;205.30;graden;2910;NVT;
12-5-2021;10:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.76;;m/s;202.40;graden;2910;NVT;
12-5-2021;10:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.71;;m/s;202.10;graden;2910;NVT;
12-5-2021;10:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.40;;m/s;204.60;graden;2910;NVT;
12-5-2021;10:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.38;;m/s;204.70;graden;2910;NVT;
12-5-2021;11:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.76;;m/s;203.50;graden;2910;NVT;
12-5-2021;11:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.72;;m/s;200.10;graden;2910;NVT;
12-5-2021;11:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.52;;m/s;197.70;graden;2910;NVT;
12-5-2021;11:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.95;;m/s;194.10;graden;2910;NVT;
12-5-2021;11:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.79;;m/s;194.70;graden;2910;NVT;
12-5-2021;11:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.71;;m/s;196.40;graden;2910;NVT;
12-5-2021;12:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.54;;m/s;196.20;graden;2910;NVT;
12-5-2021;12:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.01;;m/s;194.40;graden;2910;NVT;
12-5-2021;12:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.49;;m/s;191.20;graden;2910;NVT;
12-5-2021;12:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.21;;m/s;188.60;graden;2910;NVT;
12-5-2021;12:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.83;;m/s;181.10;graden;2910;NVT;
12-5-2021;12:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.10;;m/s;181.50;graden;2910;NVT;
12-5-2021;13:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.55;;m/s;181.50;graden;2910;NVT;
12-5-2021;13:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.31;;m/s;181.90;graden;2910;NVT;
12-5-2021;13:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.59;;m/s;183.60;graden;2910;NVT;
12-5-2021;13:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.02;;m/s;178.80;graden;2910;NVT;
12-5-2021;13:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.29;;m/s;177.50;graden;2910;NVT;
12-5-2021;13:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.96;;m/s;184.30;graden;2910;NVT;
12-5-2021;14:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.29;;m/s;195.90;graden;2910;NVT;
12-5-2021;14:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.31;;m/s;202.70;graden;2910;NVT;
12-5-2021;14:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.29;;m/s;201.80;graden;2910;NVT;
12-5-2021;14:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.21;;m/s;214.20;graden;2910;NVT;
12-5-2021;14:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.13;;m/s;208.60;graden;2910;NVT;
12-5-2021;14:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.67;;m/s;205.10;graden;2910;NVT;
12-5-2021;15:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.32;;m/s;178.50;graden;2910;NVT;
12-5-2021;15:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.30;;m/s;168.20;graden;2910;NVT;
12-5-2021;15:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.10;;m/s;143.40;graden;2910;NVT;
12-5-2021;15:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.79;;m/s;146.60;graden;2910;NVT;
12-5-2021;15:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.88;;m/s;123.50;graden;2910;NVT;
12-5-2021;15:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.77;;m/s;128.00;graden;2910;NVT;
12-5-2021;16:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.86;;m/s;146.50;graden;2910;NVT;
12-5-2021;16:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.77;;m/s;127.80;graden;2910;NVT;
12-5-2021;16:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.18;;m/s;90.10;graden;2910;NVT;
12-5-2021;16:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.58;;m/s;86.30;graden;2910;NVT;
12-5-2021;16:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.79;;m/s;103.00;graden;2910;NVT;
12-5-2021;16:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.17;;m/s;112.10;graden;2910;NVT;
12-5-2021;17:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.24;;m/s;109.60;graden;2910;NVT;
12-5-2021;17:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.48;;m/s;106.70;graden;2910;NVT;
12-5-2021;17:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.41;;m/s;107.40;graden;2910;NVT;
12-5-2021;17:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.81;;m/s;106.80;graden;2910;NVT;
12-5-2021;17:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.54;;m/s;106.60;graden;2910;NVT;
12-5-2021;17:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.83;;m/s;107.00;graden;2910;NVT;
